2019/3/20,0:00:30,,192.168.43.170,49.9898,49.952,50.009,2019/3/20,0:00:25
2019/3/20,0:02:38,,192.168.43.170,49.9499,49.9306,49.971,2019/3/20,0:02:31
2019/3/20,0:04:45,,192.168.43.170,49.9501,49.894,49.9835,2019/3/20,0:04:39
2019/3/20,0:06:52,,192.168.43.170,49.9625,49.9079,50,2019/3/20,0:06:46
2019/3/20,0:08:59,,192.168.43.170,49.9473,49.8985,50.0075,2019/3/20,0:08:53
2019/3/20,0:11:06,,192.168.43.170,49.9585,49.9226,50.0123,2019/3/20,0:11:00
2019/3/20,0:13:13,,192.168.43.170,49.9583,49.9311,49.988,2019/3/20,0:13:07
2019/3/20,0:15:20,,192.168.43.170,49.9929,49.9545,50.0325,2019/3/20,0:15:14
2019/3/20,0:17:27,,192.168.43.170,50.0104,49.8778,50.0546,2019/3/20,0:17:21
2019/3/20,0:19:33,,192.168.43.170,49.991,49.9411,50.0435,2019/3/20,0:19:27
2019/3/20,0:21:40,,192.168.43.170,49.9917,49.9366,50.0606,2019/3/20,0:21:34
2019/3/20,0:23:46,,192.168.43.170,50.02,49.996,50.0536,2019/3/20,0:23:40
2019/3/20,0:25:54,,192.168.43.170,50.0031,49.983,50.0225,2019/3/20,0:25:47
2019/3/20,0:28:01,,192.168.43.170,50.0185,49.97,50.0686,2019/3/20,0:27:55
2019/3/20,0:30:07,,192.168.43.170,50.0325,49.984,50.0696,2019/3/20,0:30:01
2019/3/20,0:32:14,,192.168.43.170,50.0083,49.9625,50.0721,2019/3/20,0:32:07
2019/3/20,0:34:21,,192.168.43.170,50.0133,49.9555,50.0596,2019/3/20,0:34:14
2019/3/20,0:36:28,,192.168.43.170,50.0265,49.984,50.0736,2019/3/20,0:36:21
2019/3/20,0:38:35,,192.168.43.170,50.0068,49.9446,50.0626,2019/3/20,0:38:29
2019/3/20,0:40:42,,192.168.43.170,50.0256,49.9695,50.0671,2019/3/20,0:40:36
2019/3/20,0:42:48,,192.168.43.170,50.0127,49.972,50.0415,2019/3/20,0:42:43
2019/3/20,0:44:55,,192.168.43.170,50.0201,49.9441,50.0676,2019/3/20,0:44:49
2019/3/20,0:47:01,,192.168.43.170,50.0345,49.9855,50.0676,2019/3/20,0:46:55
2019/3/20,0:49:07,,192.168.43.170,50.0297,50.008,50.0641,2019/3/20,0:49:01
2019/3/20,0:51:13,,192.168.43.170,50.0149,49.9456,50.0591,2019/3/20,0:51:08
2019/3/20,0:53:20,,192.168.43.170,50.0081,49.966,50.049,2019/3/20,0:53:14
2019/3/20,0:55:26,,192.168.43.170,50.0216,49.9317,50.0651,2019/3/20,0:55:21
2019/3/20,0:57:33,,192.168.43.170,50.0337,49.9905,50.0671,2019/3/20,0:57:27
2019/3/20,0:59:40,,192.168.43.170,50.0153,49.9451,50.0581,2019/3/20,0:59:33
2019/3/20,1:01:47,,192.168.43.170,50.0087,49.9411,50.0606,2019/3/20,1:01:40
2019/3/20,1:03:55,,192.168.43.170,50.0351,50.001,50.0631,2019/3/20,1:03:47
2019/3/20,1:06:02,,192.168.43.170,50.0276,49.9781,50.0601,2019/3/20,1:05:56
2019/3/20,1:08:08,,192.168.43.170,50.0185,49.9386,50.0596,2019/3/20,1:08:03
2019/3/20,1:10:15,,192.168.43.170,50.0233,49.9905,50.0941,2019/3/20,1:10:09
2019/3/20,1:12:22,,192.168.43.170,50.0272,49.9995,50.0686,2019/3/20,1:12:15
2019/3/20,1:14:29,,192.168.43.170,50.0282,49.976,50.0651,2019/3/20,1:14:23
2019/3/20,1:16:36,,192.168.43.170,50.024,49.9765,50.0631,2019/3/20,1:16:30
2019/3/20,1:18:42,,192.168.43.170,50.0153,49.982,50.0576,2019/3/20,1:18:37
2019/3/20,1:20:49,,192.168.43.170,50.0043,49.973,50.0561,2019/3/20,1:20:43
2019/3/20,1:22:56,,192.168.43.170,50.0065,49.9765,50.042,2019/3/20,1:22:50
2019/3/20,1:25:03,,192.168.43.170,50.0086,49.9655,50.043,2019/3/20,1:24:57
2019/3/20,1:27:10,,192.168.43.170,50.0376,50.0005,50.0706,2019/3/20,1:27:04
2019/3/20,1:29:16,,192.168.43.170,49.9628,49.9261,50.006,2019/3/20,1:29:11
2019/3/20,1:31:23,,192.168.43.170,49.9534,49.9226,49.978,2019/3/20,1:31:17
2019/3/20,1:33:30,,192.168.43.170,49.971,49.9366,50.035,2019/3/20,1:33:24
2019/3/20,1:35:37,,192.168.43.170,49.9518,49.9181,49.992,2019/3/20,1:35:31
2019/3/20,1:37:44,,192.168.43.170,49.9575,49.9206,49.999,2019/3/20,1:37:38
2019/3/20,1:39:51,,192.168.43.170,49.9572,49.9281,49.9885,2019/3/20,1:39:45
2019/3/20,1:41:58,,192.168.43.170,49.9704,49.9451,50.013,2019/3/20,1:41:52
2019/3/20,1:44:05,,192.168.43.170,50.0119,49.9486,50.0681,2019/3/20,1:43:59
2019/3/20,1:46:11,,192.168.43.170,50.0134,49.9535,50.0646,2019/3/20,1:46:06
2019/3/20,1:48:23,,192.168.43.170,50.0357,49.982,50.0676,2019/3/20,1:48:12
2019/3/20,1:50:29,,192.168.43.170,50.0361,49.9915,50.0646,2019/3/20,1:50:24
2019/3/20,1:52:36,,192.168.43.170,50.0226,49.9745,50.0751,2019/3/20,1:52:30
2019/3/20,1:54:43,,192.168.43.170,50.0368,49.985,50.0696,2019/3/20,1:54:37
2019/3/20,1:56:50,,192.168.43.170,50.0283,49.9875,50.0666,2019/3/20,1:56:44
2019/3/20,1:58:58,,192.168.43.170,50.0313,49.9945,50.0536,2019/3/20,1:58:51
2019/3/20,2:01:04,,192.168.43.170,50.0246,49.9805,50.0836,2019/3/20,2:00:58
2019/3/20,2:03:11,,192.168.43.170,50.0092,49.9585,50.0551,2019/3/20,2:03:05
2019/3/20,2:05:18,,192.168.43.170,49.992,49.9505,50.0375,2019/3/20,2:05:11
2019/3/20,2:07:24,,192.168.43.170,49.9541,49.9261,50.009,2019/3/20,2:07:19
2019/3/20,2:09:31,,192.168.43.170,50.0114,49.955,50.0566,2019/3/20,2:09:25
2019/3/20,2:11:38,,192.168.43.170,50.033,49.9905,50.0646,2019/3/20,2:11:32
2019/3/20,2:13:43,,192.168.43.170,50.03,49.997,50.0736,2019/3/20,2:13:38
2019/3/20,2:15:50,,192.168.43.170,50.0159,49.9945,50.0636,2019/3/20,2:15:44
2019/3/20,2:17:56,,192.168.43.170,50.0119,49.966,50.0475,2019/3/20,2:17:51
2019/3/20,2:20:02,,192.168.43.170,50.0211,49.96,50.0566,2019/3/20,2:19:57
2019/3/20,2:22:09,,192.168.43.170,50.0115,49.9496,50.0771,2019/3/20,2:22:03
2019/3/20,2:24:15,,192.168.43.170,50.0235,49.975,50.0676,2019/3/20,2:24:10
2019/3/20,2:26:22,,192.168.43.170,50.0207,49.9615,50.0636,2019/3/20,2:26:16
2019/3/20,2:28:28,,192.168.43.170,50.0352,50.0025,50.0611,2019/3/20,2:28:22
2019/3/20,2:30:34,,192.168.43.170,50.0206,49.97,50.0701,2019/3/20,2:30:28
2019/3/20,2:32:41,,192.168.43.170,50.0035,49.9336,50.0691,2019/3/20,2:32:35
2019/3/20,2:34:48,,192.168.43.170,50.0287,49.9394,50.0883,2019/3/20,2:34:42
2019/3/20,2:36:54,,192.168.43.170,50.0331,49.9835,50.0681,2019/3/20,2:36:48
2019/3/20,2:39:01,,192.168.43.170,50.0096,49.9565,50.0686,2019/3/20,2:38:55
2019/3/20,2:41:08,,192.168.43.170,50.0311,49.9815,50.0626,2019/3/20,2:41:02
2019/3/20,2:43:14,,192.168.43.170,49.9503,49.9151,50.0154,2019/3/20,2:43:09
2019/3/20,2:45:22,,192.168.43.170,49.9984,49.8836,50.0285,2019/3/20,2:45:15
2019/3/20,2:47:28,,192.168.43.170,49.9793,49.9481,50.022,2019/3/20,2:47:23
2019/3/20,2:49:35,,192.168.43.170,49.9736,49.9441,50.076,2019/3/20,2:49:29
2019/3/20,2:51:42,,192.168.43.170,49.9914,49.9391,50.0455,2019/3/20,2:51:36
2019/3/20,2:53:48,,192.168.43.170,50.0198,49.9505,50.0666,2019/3/20,2:53:43
2019/3/20,2:55:55,,192.168.43.170,50.0143,49.9675,50.0691,2019/3/20,2:55:49
2019/3/20,2:58:02,,192.168.43.170,50.0034,49.9471,50.0586,2019/3/20,2:57:56
2019/3/20,3:00:08,,192.168.43.170,50.0347,49.9815,50.1369,2019/3/20,3:00:03
2019/3/20,3:02:15,,192.168.43.170,50.0242,49.9895,50.0551,2019/3/20,3:02:09
2019/3/20,3:04:22,,192.168.43.170,50.0156,49.956,50.0631,2019/3/20,3:04:16
2019/3/20,3:06:29,,192.168.43.170,49.9722,49.9281,50.0335,2019/3/20,3:06:23
2019/3/20,3:08:35,,192.168.43.170,50.0203,49.9765,50.049,2019/3/20,3:08:29
2019/3/20,3:10:42,,192.168.43.170,50.0261,49.977,50.0651,2019/3/20,3:10:36
2019/3/20,3:12:48,,192.168.43.170,49.9815,49.9411,50.0576,2019/3/20,3:12:43
2019/3/20,3:14:55,,192.168.43.170,49.9617,49.9346,49.991,2019/3/20,3:14:49
2019/3/20,3:17:02,,192.168.43.170,49.9806,49.9296,50.045,2019/3/20,3:16:56
2019/3/20,3:19:09,,192.168.43.170,50.0232,49.979,50.0591,2019/3/20,3:19:03
2019/3/20,3:21:16,,192.168.43.170,49.981,49.9416,50.0175,2019/3/20,3:21:09
2019/3/20,3:23:22,,192.168.43.170,49.9737,49.9426,50.002,2019/3/20,3:23:17
2019/3/20,3:25:28,,192.168.43.170,49.9941,49.9431,50.047,2019/3/20,3:25:23
2019/3/20,3:27:35,,192.168.43.170,50.0315,50.0065,50.0656,2019/3/20,3:27:29
2019/3/20,3:29:41,,192.168.43.170,50.0053,49.9461,50.0571,2019/3/20,3:29:36
2019/3/20,3:31:47,,192.168.43.170,50.0247,50.001,50.0516,2019/3/20,3:31:41
2019/3/20,3:33:54,,192.168.43.170,50.0341,49.98,50.0701,2019/3/20,3:33:48
2019/3/20,3:36:01,,192.168.43.170,50.001,49.9481,50.0596,2019/3/20,3:35:55
